timestamp,user_id,action,device,location,time_of_day,behavior_context,access_granted,risk_score,auth_method,policy_type
2025-08-09T23:09:58.533020,evuser_attacker_attacker_1121,alter_billing,unknown_device,unknown,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.540241,evuser006,charge_request,dashboard,birmingham,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.540777,evuser_attacker_attacker_2736,override_control,spoofed_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.541301,evuser_attacker_attacker_3997,alter_billing,spoofed_device,foreign,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.541301,evuser005,charge_request,tablet,manchester,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.541301,evuser005,charge_request,dashboard,london,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.542309,evuser007,access_battery,tablet,london,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.542309,evuser_attacker_attacker_1861,alter_billing,unknown_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.542309,evuser_attacker_attacker_2761,alter_billing,spoofed_device,unknown,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.542309,evuser006,view_usage,dashboard,manchester,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.543315,evuser_attacker_attacker_609,alter_billing,unknown_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.543315,evuser002,access_battery,tablet,london,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.544319,evuser001,view_usage,mobile,birmingham,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.544319,evuser003,access_battery,dashboard,london,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.544319,evuser_attacker_attacker_528,charge_request,spoofed_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.544319,evuser007,view_usage,tablet,birmingham,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.545323,evuser003,charge_request,tablet,manchester,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.545323,evuser_attacker_attacker_1679,override_control,spoofed_device,unknown,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.545323,evuser_attacker_attacker_2684,override_control,unknown_device,foreign,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.546439,evuser005,view_usage,dashboard,london,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.546439,evuser010,view_usage,tablet,london,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.546439,evuser007,charge_request,mobile,london,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.546439,evuser004,charge_request,tablet,birmingham,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.547449,evuser_attacker_attacker_2791,override_control,spoofed_device,unknown,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.547449,evuser_attacker_attacker_1421,alter_billing,unknown_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.547449,evuser008,view_usage,mobile,manchester,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.548445,evuser008,charge_request,mobile,london,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.548445,evuser_attacker_attacker_45,override_control,spoofed_device,foreign,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.548445,evuser009,access_battery,mobile,birmingham,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.548445,evuser_attacker_attacker_3420,override_control,spoofed_device,unknown,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.549445,evuser_attacker_attacker_2453,alter_billing,unknown_device,unknown,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.549975,evuser_attacker_attacker_3300,charge_request,unknown_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.549975,evuser_attacker_attacker_2342,charge_request,unknown_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.550487,evuser_attacker_attacker_3576,alter_billing,unknown_device,unknown,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.550487,evuser_attacker_attacker_2306,charge_request,spoofed_device,foreign,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.550487,evuser005,view_usage,tablet,birmingham,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.551502,evuser006,charge_request,dashboard,birmingham,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.551502,evuser004,charge_request,dashboard,manchester,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.551502,evuser_attacker_attacker_2228,alter_billing,unknown_device,unknown,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.552496,evuser_attacker_attacker_1482,override_control,spoofed_device,unknown,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.552496,evuser002,charge_request,mobile,london,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.552496,evuser001,charge_request,mobile,london,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.552496,evuser007,charge_request,dashboard,london,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.553502,evuser009,view_usage,dashboard,london,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.553502,evuser002,charge_request,dashboard,london,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.553502,evuser003,charge_request,dashboard,birmingham,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.554503,evuser_attacker_attacker_3895,override_control,unknown_device,unknown,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.554503,evuser_attacker_attacker_1159,charge_request,unknown_device,unknown,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.555015,evuser004,access_battery,tablet,birmingham,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.555015,evuser009,charge_request,tablet,london,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.555541,evuser_attacker_attacker_2377,charge_request,unknown_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.555876,evuser003,charge_request,mobile,london,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.556387,evuser008,view_usage,dashboard,birmingham,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.556387,evuser008,view_usage,mobile,manchester,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.556387,evuser002,view_usage,mobile,london,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.556387,evuser003,access_battery,dashboard,london,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.556387,evuser_attacker_attacker_575,alter_billing,unknown_device,foreign,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.556387,evuser005,charge_request,tablet,birmingham,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.557913,evuser_attacker_attacker_2878,alter_billing,spoofed_device,unknown,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.557913,evuser_attacker_attacker_960,charge_request,spoofed_device,unknown,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.557913,evuser002,charge_request,mobile,london,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.558921,evuser001,access_battery,dashboard,london,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.558921,evuser003,view_usage,tablet,london,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.558921,evuser002,charge_request,mobile,london,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.559921,evuser005,charge_request,dashboard,london,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.559921,evuser002,access_battery,tablet,manchester,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.560285,evuser_attacker_attacker_1156,override_control,unknown_device,unknown,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.560789,evuser010,view_usage,tablet,manchester,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.561368,evuser005,view_usage,mobile,manchester,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.561887,evuser_attacker_attacker_2405,override_control,unknown_device,unknown,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.561887,evuser002,charge_request,mobile,london,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.562406,evuser_attacker_attacker_626,charge_request,unknown_device,foreign,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.562928,evuser005,charge_request,mobile,birmingham,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.562928,evuser002,view_usage,dashboard,london,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.563443,evuser008,charge_request,mobile,birmingham,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.563443,evuser_attacker_attacker_3253,charge_request,spoofed_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.563443,evuser_attacker_attacker_3147,charge_request,unknown_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.564448,evuser001,charge_request,tablet,birmingham,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.564448,evuser_attacker_attacker_1976,charge_request,spoofed_device,unknown,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.564448,evuser007,view_usage,mobile,manchester,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.564448,evuser009,charge_request,dashboard,london,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.564448,evuser_attacker_attacker_2220,alter_billing,spoofed_device,unknown,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.564448,evuser008,access_battery,mobile,manchester,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.566050,evuser006,view_usage,tablet,birmingham,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.566576,evuser_attacker_attacker_1389,alter_billing,unknown_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.566576,evuser_attacker_attacker_561,alter_billing,spoofed_device,unknown,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.566576,evuser_attacker_attacker_420,charge_request,unknown_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.566576,evuser009,access_battery,dashboard,birmingham,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.567582,evuser010,access_battery,mobile,london,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.567582,evuser_attacker_attacker_2512,charge_request,spoofed_device,unknown,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.567582,evuser002,view_usage,tablet,manchester,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.567582,evuser_attacker_attacker_2477,alter_billing,spoofed_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.567582,evuser010,access_battery,tablet,manchester,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.569166,evuser007,view_usage,mobile,london,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.569166,evuser005,charge_request,mobile,manchester,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.569166,evuser_attacker_attacker_867,alter_billing,unknown_device,foreign,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.570187,evuser_attacker_attacker_972,alter_billing,spoofed_device,unknown,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.570187,evuser008,view_usage,tablet,birmingham,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.570187,evuser010,access_battery,mobile,birmingham,morning,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.570187,evuser002,access_battery,tablet,london,afternoon,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.570187,evuser_attacker_attacker_1164,override_control,spoofed_device,unknown,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.571611,evuser_attacker_attacker_241,alter_billing,unknown_device,foreign,off_hours,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.571611,evuser_attacker_attacker_2552,charge_request,unknown_device,foreign,night,anomalous,False,1.0,multi_policy,
2025-08-09T23:09:58.571611,evuser005,access_battery,mobile,london,evening,normal,False,0.1,multi_policy,
2025-08-09T23:09:58.572616,evuser003,access_battery,mobile,london,evening,normal,False,0.1,multi_policy,
